seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
private,offer,350,control,small car,1995,manual,60,corsa,150000,2,petrol,opel,no
private,offer,16900,control,limousine,2008,manual,265,a3,150000,8,petrol,audi,no
private,offer,14600,control,station wagon,2010,automatic,170,c_klasse,150000,11,diesel,mercedes_benz,no
private,offer,10990,control,limousine,2010,manual,85,a1,90000,11,petrol,audi,no
private,offer,22500,control,limousine,2015,manual,150,golf,20000,1,diesel,volkswagen,no
private,offer,12900,control,limousine,2009,manual,140,a3,125000,11,diesel,audi,no
private,offer,850,control,small car,2000,manual,75,colt,150000,5,petrol,mitsubishi,no
private,offer,500,control,small car,1999,manual,45,fortwo,150000,9,petrol,smart,no
private,offer,6545,control,small car,2012,manual,68,aygo,50000,12,petrol,toyota,no
private,offer,1790,test,limousine,1999,manual,150,3er,150000,5,petrol,bmw,no
private,offer,2950,test,cabrio,1994,manual,115,3er,150000,9,petrol,bmw,no
private,offer,1299,test,coupe,1998,manual,193,clk,150000,3,petrol,mercedes_benz,no
private,offer,3999,control,station wagon,2011,manual,109,others,90000,0,lpg,chevrolet,yes
private,offer,1200,test,limousine,2016,automatic,125,legacy,150000,6,petrol,subaru,no
private,offer,1600,test,bus,2002,manual,101,others,150000,6,diesel,mazda,no
private,offer,8500,control,station wagon,2011,manual,106,clio,100000,4,diesel,renault,no
private,offer,7000,test,limousine,2016,manual,170,cooper,150000,6,petrol,mini,no
private,offer,1400,control,station wagon,2000,manual,179,a6,150000,8,diesel,audi,yes
private,offer,18900,control,small car,2014,automatic,102,fortwo,10000,2,petrol,smart,no
private,offer,27000,test,suv,2012,manual,170,q5,60000,8,diesel,audi,no
private,offer,2800,control,small car,2004,manual,75,corsa,150000,4,petrol,opel,no
private,offer,32950,control,station wagon,2012,automatic,313,a6,100000,5,diesel,audi,no
private,offer,24300,test,station wagon,2015,manual,110,a3,10000,6,diesel,audi,no
private,offer,2699,control,suv,2002,manual,150,others,150000,1,diesel,hyundai,no
private,offer,500,test,small car,1994,manual,45,polo,150000,9,petrol,volkswagen,no
private,offer,6790,control,small car,2010,manual,90,jazz,80000,11,petrol,honda,no
private,offer,6800,control,station wagon,2006,automatic,184,signum,150000,3,diesel,opel,no
private,offer,560,test,limousine,1996,manual,101,a4,150000,9,petrol,audi,no
private,offer,2690,test,station wagon,2004,manual,144,omega,150000,3,petrol,opel,no
private,offer,999,control,small car,2001,manual,60,fiesta,150000,12,petrol,ford,no
private,offer,7500,control,limousine,2006,automatic,177,a6,150000,11,petrol,audi,no
private,offer,3200,test,station wagon,2004,manual,136,passat,150000,11,diesel,volkswagen,no
private,offer,3900,test,station wagon,2003,manual,141,6_reihe,150000,9,petrol,mazda,no
private,offer,16900,control,station wagon,2014,manual,125,golf,20000,11,petrol,volkswagen,no
private,offer,7480,test,station wagon,2012,manual,75,clio,20000,3,petrol,renault,no
private,offer,4300,test,station wagon,2006,manual,135,megane,150000,8,petrol,renault,no
private,offer,35555,control,coupe,2013,manual,201,others,20000,12,petrol,bmw,no
private,offer,999,test,station wagon,1999,manual,125,passat,150000,12,petrol,volkswagen,no
private,offer,18000,test,limousine,2017,automatic,190,golf,80000,8,petrol,bmw,no
private,offer,1600,test,coupe,1993,automatic,102,3er,90000,10,petrol,bmw,no
private,offer,12500,control,station wagon,2007,automatic,197,5er,150000,3,diesel,bmw,no
private,offer,3990,control,small car,2005,manual,54,polo,150000,4,petrol,volkswagen,no
private,offer,8899,test,station wagon,2007,automatic,185,xc_reihe,150000,4,diesel,volvo,no
private,offer,18900,test,suv,2007,automatic,224,m_klasse,150000,6,diesel,mercedes_benz,no
private,offer,950,test,small car,1998,manual,58,twingo,100000,1,petrol,renault,no
private,offer,6999,control,small car,2005,manual,250,golf,150000,11,petrol,volkswagen,yes
private,offer,2200,test,cabrio,2003,automatic,61,fortwo,90000,9,petrol,smart,yes
private,offer,16900,control,coupe,1973,manual,100,others,80000,0,petrol,opel,no
private,offer,1500,test,limousine,1989,automatic,125,4_reihe,70000,5,petrol,peugeot,no
private,offer,13950,test,suv,2011,automatic,197,santa,150000,6,diesel,hyundai,no
private,offer,799,test,small car,1998,manual,55,corsa,150000,4,petrol,opel,no
private,offer,5999,control,bus,1997,manual,102,transporter,150000,8,diesel,volkswagen,no
private,offer,399,test,station wagon,1998,manual,105,v40,150000,7,petrol,volvo,no
private,offer,38999,control,station wagon,2015,automatic,184,3er,20000,3,diesel,bmw,no
private,offer,2750,test,small car,2003,manual,109,3_reihe,150000,3,petrol,peugeot,no
private,offer,2000,test,small car,2003,manual,54,polo,150000,1,petrol,volkswagen,no
private,offer,1290,test,others,2002,manual,54,kangoo,125000,10,diesel,renault,no
private,offer,9950,control,limousine,2017,automatic,84,fortwo,30000,12,petrol,smart,no
private,offer,2500,control,cabrio,1995,automatic,72,astra,150000,12,petrol,opel,no
private,offer,39900,test,limousine,2015,automatic,326,m_reihe,5000,11,petrol,bmw,no
private,offer,2350,control,cabrio,2004,manual,95,ka,150000,2,petrol,ford,no
private,offer,600,test,limousine,1999,manual,101,others,150000,6,diesel,rover,yes
private,offer,699,test,limousine,2016,manual,90,golf,150000,1,petrol,volkswagen,no
private,offer,800,test,limousine,2017,manual,136,omega,150000,2,petrol,opel,no
private,offer,7250,control,coupe,2003,manual,170,3er,150000,10,petrol,bmw,no
private,offer,8500,control,limousine,2009,automatic,170,superb,150000,2,diesel,skoda,no
private,offer,1000,control,limousine,1992,manual,113,3er,150000,7,petrol,bmw,no
private,offer,650,control,limousine,2005,manual,173,others,150000,5,petrol,hyundai,no
private,offer,5700,control,limousine,2005,manual,200,159,90000,12,diesel,alfa_romeo,no
private,offer,5999,test,cabrio,1977,manual,26,601,60000,7,petrol,trabant,no
private,offer,3400,control,small car,2008,manual,60,ibiza,40000,4,petrol,seat,no
private,offer,2550,control,small car,2005,manual,75,polo,150000,9,petrol,volkswagen,no
private,offer,400,test,small car,1998,manual,60,corsa,150000,3,petrol,opel,no
private,offer,11399,control,coupe,2008,manual,200,tt,150000,4,petrol,audi,no
private,offer,6300,control,station wagon,2009,manual,110,passat,150000,7,diesel,volkswagen,yes
private,offer,550,control,small car,1996,manual,45,corsa,150000,8,petrol,opel,no
private,offer,6999,test,station wagon,2009,manual,160,octavia,150000,12,petrol,skoda,no
private,offer,1600,test,bus,1996,manual,174,sharan,150000,6,petrol,volkswagen,no
private,offer,2400,test,small car,2006,manual,80,corsa,125000,6,petrol,opel,no
private,offer,1000,control,small car,1998,manual,58,twingo,70000,5,petrol,renault,no
private,offer,2900,control,limousine,2004,manual,125,others,150000,8,petrol,saab,no
private,offer,3400,control,coupe,2001,manual,118,3er,150000,1,petrol,bmw,no
private,offer,40800,control,coupe,2014,automatic,245,a5,50000,3,diesel,audi,no
private,offer,1200,test,station wagon,2003,manual,131,3_reihe,150000,4,diesel,peugeot,yes
private,offer,44900,test,suv,2014,automatic,245,touareg,70000,4,diesel,volkswagen,no
private,offer,799,control,small car,1997,manual,44,1_reihe,90000,7,petrol,peugeot,no
private,offer,2900,test,cabrio,2004,manual,125,golf,125000,12,petrol,opel,yes
private,offer,60000,test,cabrio,2009,automatic,385,911,80000,7,petrol,porsche,no
private,offer,1700,test,small car,1995,manual,75,polo,150000,1,petrol,volkswagen,no
private,offer,3499,test,small car,2009,manual,54,panda,20000,10,petrol,fiat,no
private,offer,5500,control,suv,2003,automatic,184,x_reihe,150000,10,diesel,bmw,no
private,offer,899,test,small car,1996,manual,45,1_reihe,150000,9,petrol,peugeot,no
private,offer,200,control,limousine,2016,manual,45,polo,150000,0,petrol,volkswagen,no
private,offer,1849,control,limousine,2000,manual,75,golf,150000,12,petrol,volkswagen,no
private,offer,2800,test,limousine,1997,manual,165,a6,150000,5,petrol,audi,no
private,offer,19800,control,cabrio,2011,manual,218,3er,100000,7,petrol,bmw,no
private,offer,4680,test,cabrio,1995,automatic,150,others,150000,10,petrol,audi,no
private,offer,13999,test,cabrio,2008,manual,177,1er,90000,8,diesel,bmw,no
private,offer,1990,test,limousine,1996,manual,122,c_klasse,150000,9,petrol,mercedes_benz,no
private,offer,650,test,station wagon,1995,manual,111,others,150000,8,petrol,volvo,yes
private,offer,24990,control,limousine,2009,automatic,232,a8,80000,11,diesel,audi,no
private,offer,200,test,bus,1998,manual,130,voyager,150000,7,petrol,chrysler,yes
private,offer,6790,test,station wagon,2009,manual,101,focus,80000,4,petrol,ford,no
private,offer,2444,test,limousine,1970,manual,26,601,10000,0,petrol,trabant,no
private,offer,300,control,station wagon,1998,manual,101,vectra,150000,1,petrol,opel,no
private,offer,5490,test,limousine,2017,manual,64,polo,60000,3,petrol,volkswagen,no
private,offer,799,test,limousine,2000,manual,105,3er,150000,3,petrol,bmw,yes
private,offer,6500,test,cabrio,2007,manual,140,astra,90000,2,petrol,opel,no
private,offer,109000,control,bus,2006,automatic,224,others,150000,9,diesel,mercedes_benz,no
private,offer,5755,test,station wagon,2009,manual,120,a4,125000,12,diesel,audi,no
private,offer,12500,test,suv,2011,manual,163,i_reihe,150000,6,petrol,hyundai,no
private,offer,1300,test,station wagon,1997,manual,150,a4,150000,7,petrol,audi,no
private,offer,500,test,small car,1998,manual,60,polo,150000,0,petrol,volkswagen,no
private,offer,5750,control,station wagon,2009,manual,105,golf,150000,11,diesel,volkswagen,no
private,offer,444,test,bus,1994,manual,68,transporter,150000,4,diesel,volkswagen,no
private,offer,1100,test,limousine,2017,manual,75,golf,150000,3,petrol,nissan,no
private,offer,5700,test,limousine,2009,manual,109,i_reihe,40000,8,petrol,hyundai,no
private,offer,9800,test,station wagon,2005,manual,200,a3,100000,1,petrol,audi,no
private,offer,1100,control,limousine,2000,automatic,179,a6,150000,4,diesel,audi,yes
private,offer,7399,control,station wagon,2011,manual,140,touran,150000,7,diesel,volkswagen,no
private,offer,5700,control,limousine,2004,manual,143,c_klasse,150000,4,petrol,mercedes_benz,no
private,offer,19999,control,limousine,2012,manual,143,3er,50000,2,diesel,bmw,no
private,offer,1550,test,station wagon,2001,manual,136,4_reihe,150000,3,petrol,peugeot,no
private,offer,14800,control,bus,2013,manual,147,verso,60000,3,petrol,toyota,no
private,offer,2000,test,station wagon,2001,manual,116,a4,150000,0,diesel,audi,no
private,offer,600,control,limousine,1998,manual,170,mondeo,150000,10,petrol,ford,yes
private,offer,2600,control,limousine,2004,manual,101,golf,150000,4,diesel,volkswagen,no
private,offer,28500,control,coupe,2011,automatic,204,a5,60000,9,diesel,audi,no
private,offer,4000,test,limousine,2002,manual,150,e_klasse,150000,5,diesel,mercedes_benz,no
private,offer,1800,test,station wagon,2000,manual,101,focus,125000,9,petrol,ford,no
private,offer,6850,control,station wagon,2001,manual,170,v70,150000,11,petrol,volvo,no
private,offer,3990,control,small car,2009,manual,77,others,100000,3,petrol,fiat,no
private,offer,700,control,limousine,2000,manual,75,golf,150000,8,petrol,volkswagen,no
private,offer,750,test,small car,1999,manual,60,clio,150000,1,petrol,renault,no
private,offer,250,test,limousine,1990,manual,90,passat,150000,1,petrol,volkswagen,no
private,offer,5900,test,limousine,2007,manual,170,golf,70000,6,petrol,volkswagen,no
private,offer,1600,test,station wagon,1996,manual,75,golf,150000,5,petrol,volkswagen,no
private,offer,7500,test,bus,2002,manual,102,v_klasse,150000,5,diesel,mercedes_benz,no
private,offer,5000,control,limousine,2008,manual,109,ceed,60000,9,petrol,kia,no
private,offer,9400,test,limousine,2017,manual,140,a3,150000,12,diesel,audi,no
private,offer,2500,test,small car,2005,manual,75,modus,70000,4,petrol,renault,no
private,offer,500,test,coupe,1991,manual,55,golf,150000,7,petrol,volkswagen,no
private,offer,1500,control,station wagon,2006,automatic,170,mondeo,150000,0,petrol,ford,yes
private,offer,7300,control,small car,2013,manual,86,i_reihe,40000,11,petrol,hyundai,no
private,offer,2300,control,limousine,2000,automatic,129,c_klasse,125000,11,petrol,mercedes_benz,yes
private,offer,1650,control,limousine,1998,manual,135,e_klasse,150000,7,petrol,mercedes_benz,no
private,offer,1999,test,limousine,2001,manual,163,c_klasse,150000,3,petrol,mercedes_benz,no
private,offer,3800,test,small car,2007,manual,95,others,80000,6,petrol,fiat,no
private,offer,9799,control,limousine,2007,automatic,163,3er,150000,7,diesel,bmw,no
private,offer,7500,control,small car,2007,manual,131,ibiza,50000,1,diesel,seat,no
private,offer,18500,control,small car,2016,manual,90,rio,5000,3,diesel,kia,no
private,offer,250,test,limousine,2000,manual,95,megane,150000,10,petrol,renault,no
private,offer,1000,control,small car,2001,manual,60,lupo,150000,8,petrol,volkswagen,no
private,offer,399,control,small car,1992,manual,60,golf,150000,1,petrol,volkswagen,no
private,offer,2650,control,bus,2002,manual,107,scenic,125000,11,petrol,renault,no
private,offer,950,control,small car,1999,manual,50,lupo,150000,8,petrol,volkswagen,no
private,offer,3000,control,station wagon,2003,manual,116,focus,150000,1,diesel,ford,no
private,offer,1050,test,small car,2004,manual,58,twingo,150000,8,petrol,renault,no
private,offer,16500,test,bus,2012,automatic,179,transporter,150000,5,diesel,volkswagen,no
private,offer,3400,control,station wagon,2006,manual,120,vectra,150000,5,diesel,opel,no
private,offer,11500,control,limousine,2009,automatic,156,outlander,150000,12,diesel,mitsubishi,no
private,offer,5500,control,limousine,2003,manual,101,a3,150000,9,diesel,audi,no
private,offer,1500,test,small car,2002,manual,50,lupo,150000,0,petrol,volkswagen,no
private,offer,450,control,limousine,2000,manual,60,golf,150000,5,petrol,peugeot,no
private,offer,590,control,small car,2000,manual,60,punto,125000,5,petrol,fiat,no
private,offer,10400,control,suv,2010,manual,136,kuga,125000,7,diesel,ford,no
private,offer,1999,control,limousine,1999,manual,101,bora,150000,9,petrol,volkswagen,no
private,offer,11500,control,station wagon,2008,automatic,190,e_klasse,150000,9,diesel,mercedes_benz,no
private,offer,1250,control,cabrio,1999,manual,95,megane,150000,7,petrol,renault,no
private,offer,1690,test,limousine,2004,manual,116,carisma,150000,9,diesel,mitsubishi,no
private,offer,3500,test,limousine,2000,manual,163,c_klasse,150000,10,lpg,mercedes_benz,no
private,offer,8600,test,station wagon,2011,manual,116,i_reihe,80000,4,diesel,hyundai,no
private,offer,490,test,small car,1997,manual,60,1_reihe,150000,8,petrol,peugeot,no
private,offer,8500,control,cabrio,2011,manual,69,500,30000,9,petrol,fiat,no
private,offer,5450,control,cabrio,2010,automatic,54,fortwo,100000,3,diesel,smart,no
private,offer,649,test,station wagon,1998,manual,75,astra,150000,5,petrol,opel,no
private,offer,2150,test,station wagon,2000,manual,100,focus,150000,4,petrol,ford,no
private,offer,1250,test,limousine,2001,manual,170,3er,150000,1,petrol,bmw,yes
private,offer,12900,test,limousine,2011,automatic,105,golf,60000,8,diesel,volkswagen,no
private,offer,25000,test,limousine,2013,automatic,156,others,20000,7,petrol,mercedes_benz,no
private,offer,600,control,small car,1998,manual,54,corsa,125000,5,petrol,opel,no
private,offer,350,control,small car,1999,manual,60,ka,150000,9,petrol,ford,no
private,offer,12567,test,limousine,2008,automatic,250,golf,150000,9,petrol,volkswagen,no
private,offer,4777,control,limousine,2006,manual,105,leon,150000,12,diesel,seat,no
private,offer,16950,control,station wagon,2010,automatic,204,3er,125000,10,diesel,bmw,no
private,offer,450,control,station wagon,2001,manual,144,omega,150000,0,petrol,opel,no
private,offer,9950,control,small car,2013,manual,105,ibiza,60000,2,petrol,seat,no
private,offer,500,control,small car,2001,manual,58,corsa,150000,7,petrol,opel,yes
private,offer,4200,control,small car,2004,manual,90,golf,150000,4,petrol,volkswagen,no
private,offer,4390,control,station wagon,2004,manual,150,astra,150000,12,diesel,opel,no
private,offer,1600,test,station wagon,1998,automatic,224,e_klasse,150000,11,petrol,mercedes_benz,no
private,offer,500,control,limousine,1989,manual,90,80,150000,10,petrol,audi,yes
private,offer,150,control,small car,1993,manual,60,corsa,150000,9,petrol,opel,yes
private,offer,5950,control,bus,2005,automatic,150,espace,90000,4,diesel,renault,no
private,offer,11900,test,station wagon,2013,manual,102,caddy,50000,6,diesel,volkswagen,no
private,offer,6250,test,limousine,2004,automatic,140,golf,150000,12,diesel,volkswagen,no
private,offer,32900,control,limousine,2014,automatic,300,golf,30000,5,petrol,volkswagen,no
private,offer,200,control,small car,1998,manual,37,golf,150000,4,petrol,volkswagen,yes
private,offer,14900,control,cabrio,2008,manual,160,a3,80000,7,petrol,audi,no
private,offer,2700,control,limousine,2000,automatic,82,a_klasse,70000,10,petrol,mercedes_benz,no
private,offer,6500,test,limousine,2004,manual,115,3er,125000,5,petrol,bmw,no
private,offer,2500,test,limousine,2000,automatic,163,5er,150000,0,diesel,bmw,no
private,offer,4100,test,limousine,2006,manual,105,astra,125000,5,petrol,opel,no
private,offer,1250,control,bus,1999,manual,98,scenic,150000,4,diesel,renault,no
private,offer,17750,test,limousine,2015,manual,150,golf,20000,2,diesel,volkswagen,no
private,offer,1490,test,limousine,1998,manual,116,mondeo,150000,9,petrol,ford,no
private,offer,35990,control,suv,2015,automatic,179,kuga,10000,10,diesel,ford,no
private,offer,19500,control,coupe,1970,automatic,300,others,40000,0,petrol,ford,no
private,offer,2400,control,station wagon,2001,manual,184,3er,150000,5,diesel,bmw,no
private,offer,36900,test,coupe,1969,automatic,160,others,70000,5,petrol,mercedes_benz,no
private,offer,16500,test,limousine,2011,manual,281,golf,90000,8,petrol,volkswagen,no
private,offer,6490,control,limousine,1996,automatic,286,7er,150000,6,petrol,bmw,no
private,offer,19500,test,limousine,2010,manual,325,insignia,70000,11,petrol,opel,no
private,offer,800,control,station wagon,2000,manual,101,focus,150000,6,petrol,ford,yes
private,offer,1400,control,small car,2011,manual,75,sandero,100000,5,petrol,dacia,no
private,offer,2500,control,limousine,1996,manual,286,7er,150000,11,petrol,bmw,yes
private,offer,2800,test,coupe,1999,automatic,218,clk,150000,0,petrol,mercedes_benz,yes
private,offer,1599,test,limousine,2017,automatic,125,golf,150000,7,petrol,volkswagen,no
private,offer,100,test,small car,1998,manual,54,punto,150000,10,petrol,fiat,no
private,offer,9500,control,limousine,2011,automatic,105,golf,150000,4,diesel,volkswagen,no
private,offer,2489,control,coupe,1999,manual,136,clk,150000,0,petrol,mercedes_benz,no
private,offer,1350,control,limousine,1997,manual,101,passat,150000,6,petrol,volkswagen,no
private,offer,15500,control,suv,2014,manual,135,sportage,70000,1,petrol,kia,no
private,offer,2250,control,small car,1999,manual,102,a_klasse,150000,11,petrol,mercedes_benz,no
private,offer,300,test,cabrio,1992,manual,105,escort,150000,0,petrol,ford,yes
private,offer,3000,test,limousine,2001,manual,129,c_klasse,125000,7,petrol,mercedes_benz,no
private,offer,6200,test,limousine,2005,manual,129,1er,150000,7,petrol,bmw,no
private,offer,21999,test,limousine,2009,automatic,245,7er,150000,11,diesel,bmw,no
private,offer,2600,control,limousine,2000,manual,136,others,150000,2,petrol,mercedes_benz,no
private,offer,6200,test,station wagon,2004,manual,140,a4,150000,12,diesel,audi,no
private,offer,1800,control,coupe,2003,manual,101,fiesta,150000,12,petrol,ford,no
private,offer,400,test,small car,1996,manual,60,corsa,125000,7,petrol,opel,yes
private,offer,6000,test,station wagon,2006,manual,140,a4,150000,11,diesel,audi,no
private,offer,6899,test,limousine,2007,manual,102,golf,150000,9,petrol,volkswagen,no
private,offer,4200,test,others,2005,manual,105,touran,150000,10,diesel,volkswagen,no
private,offer,2700,test,small car,1992,manual,75,polo,150000,6,petrol,volkswagen,no
private,offer,1299,control,small car,1997,manual,90,tigra,125000,8,petrol,opel,no
private,offer,9500,control,limousine,2004,automatic,272,5er,150000,11,diesel,bmw,no
private,offer,1200,test,station wagon,2000,manual,136,3er,150000,4,petrol,bmw,yes
private,offer,1500,test,bus,2006,manual,144,carnival,150000,10,diesel,kia,no
private,offer,3999,control,station wagon,2004,manual,150,3er,150000,5,diesel,bmw,no
private,offer,5200,test,suv,2005,manual,112,freelander,150000,9,diesel,land_rover,no
private,offer,14500,test,cabrio,2008,manual,140,a3,80000,7,diesel,audi,no
private,offer,12400,test,cabrio,2008,manual,136,c_reihe,150000,5,diesel,volvo,no
private,offer,175,control,limousine,2016,manual,70,golf,150000,0,petrol,volkswagen,no
private,offer,2200,test,bus,1995,automatic,110,transporter,150000,7,petrol,volkswagen,no
private,offer,450,test,cabrio,1999,manual,115,others,150000,12,petrol,rover,no
private,offer,7650,test,limousine,2009,manual,122,golf,125000,6,petrol,volkswagen,no
private,offer,3350,control,limousine,2003,manual,131,bora,150000,9,diesel,volkswagen,no
private,offer,8000,test,station wagon,2002,automatic,150,passat,150000,9,diesel,volkswagen,no
private,offer,18999,test,cabrio,1991,automatic,326,sl,150000,4,petrol,mercedes_benz,no
private,offer,7200,control,bus,2001,automatic,204,transporter,150000,6,petrol,volkswagen,no
private,offer,6500,control,station wagon,2005,manual,150,octavia,150000,3,petrol,skoda,no
private,offer,9800,test,coupe,2013,manual,99,golf,50000,6,petrol,hyundai,no
private,offer,1000,test,station wagon,2000,manual,150,passat,150000,7,diesel,volkswagen,no
private,offer,3700,control,small car,2008,automatic,68,c1,80000,3,petrol,citroen,no
private,offer,350,test,small car,1996,manual,60,corsa,150000,0,petrol,opel,no
private,offer,2100,test,limousine,2005,manual,80,polo,150000,8,diesel,volkswagen,no
private,offer,950,test,limousine,1997,manual,45,polo,90000,9,petrol,volkswagen,no
private,offer,11900,control,station wagon,2009,automatic,152,avensis,125000,6,petrol,toyota,no
private,offer,3900,test,limousine,1977,automatic,194,others,150000,5,petrol,mercedes_benz,no
private,offer,2500,control,limousine,2002,automatic,147,vectra,150000,10,petrol,opel,no
private,offer,3500,test,cabrio,2003,manual,125,astra,150000,6,lpg,opel,no
private,offer,2900,control,station wagon,2005,manual,145,focus,150000,11,petrol,ford,no
private,offer,18490,test,limousine,2015,manual,110,golf,5000,3,petrol,volkswagen,no
private,offer,5100,control,small car,2010,manual,77,punto,90000,9,petrol,fiat,no
private,offer,6500,control,bus,2007,manual,102,touran,150000,1,petrol,volkswagen,no
private,offer,5500,test,cabrio,2008,manual,116,astra,125000,3,petrol,opel,no
private,offer,399,control,small car,2000,manual,60,golf,150000,3,petrol,fiat,no
private,offer,2500,test,station wagon,2000,automatic,193,5er,150000,10,diesel,bmw,no
private,offer,3700,control,bus,2004,manual,131,galaxy,150000,10,diesel,ford,no
private,offer,3599,test,limousine,2003,manual,131,x_type,150000,12,diesel,jaguar,no
private,offer,1000,test,bus,1997,manual,121,others,150000,2,petrol,fiat,no
private,offer,2750,control,limousine,2017,manual,101,corsa,150000,5,diesel,opel,no
private,offer,14000,test,bus,2009,manual,145,galaxy,90000,6,petrol,ford,no
private,offer,1600,control,station wagon,2002,automatic,155,a6,150000,1,diesel,audi,no
private,offer,2700,control,limousine,1999,automatic,147,others,80000,2,petrol,chrysler,no
private,offer,10950,test,limousine,2009,manual,141,qashqai,125000,2,petrol,nissan,no
private,offer,5700,test,station wagon,2003,manual,131,a4,125000,10,petrol,audi,no
private,offer,8400,test,limousine,2008,automatic,109,c4,150000,8,diesel,citroen,no
private,offer,19000,test,suv,2009,automatic,235,x_reihe,150000,6,diesel,bmw,no
private,offer,1450,control,station wagon,1999,manual,125,octavia,150000,3,petrol,skoda,no
private,offer,3550,control,bus,2003,manual,125,zafira,150000,6,lpg,opel,no
private,offer,15500,test,coupe,2009,manual,163,a5,150000,9,diesel,audi,no
private,offer,2749,control,limousine,1982,manual,60,e_klasse,150000,7,diesel,mercedes_benz,no
private,offer,5299,test,limousine,2003,automatic,170,3er,150000,0,petrol,bmw,no
private,offer,4190,test,limousine,2009,manual,109,i_reihe,150000,5,petrol,hyundai,no
private,offer,9490,test,limousine,2009,manual,140,a3,150000,9,diesel,audi,no
private,offer,13950,test,coupe,2004,manual,280,others,100000,3,petrol,nissan,no
private,offer,34000,control,cabrio,2011,automatic,333,others,40000,3,petrol,audi,no
private,offer,100,control,small car,1994,manual,75,golf,150000,3,petrol,volkswagen,no
private,offer,6999,control,coupe,2004,manual,143,c_klasse,150000,6,petrol,mercedes_benz,no
private,offer,3600,test,limousine,2004,manual,125,astra,150000,12,petrol,opel,no
private,offer,12600,test,limousine,2011,manual,140,golf,125000,12,diesel,volkswagen,no
private,offer,1200,control,station wagon,2000,manual,116,passat,150000,5,diesel,volkswagen,no
private,offer,800,test,small car,2000,manual,65,corsa,150000,10,petrol,opel,no
private,offer,1500,test,limousine,2016,manual,101,zafira,150000,11,petrol,opel,yes
private,offer,1950,control,small car,2004,manual,58,corsa,150000,1,petrol,opel,no
private,offer,1700,control,small car,2002,manual,75,2_reihe,150000,9,petrol,peugeot,no
private,offer,2750,test,limousine,2004,manual,98,almera,125000,7,petrol,nissan,no
private,offer,1400,test,station wagon,1991,manual,136,golf,150000,0,petrol,volkswagen,no
private,offer,1850,control,limousine,2002,manual,75,golf,150000,6,petrol,volkswagen,no
private,offer,11700,test,limousine,2018,automatic,114,vivaro,125000,1,petrol,opel,no
private,offer,950,test,station wagon,1997,manual,116,vectra,125000,8,petrol,opel,yes
private,offer,1399,test,small car,1999,manual,50,lupo,150000,4,petrol,volkswagen,no
private,offer,7545,test,limousine,2006,manual,129,3er,150000,7,petrol,bmw,no
private,offer,4490,test,bus,2003,automatic,116,touran,150000,9,petrol,volkswagen,no
private,offer,7600,test,limousine,2005,manual,163,3er,150000,12,diesel,bmw,no
private,offer,600,test,small car,1996,automatic,75,polo,150000,1,petrol,volkswagen,no
private,offer,9990,test,station wagon,2008,manual,143,a4,150000,8,diesel,audi,no
private,offer,10800,test,limousine,2009,manual,102,golf,60000,11,petrol,volkswagen,no
private,offer,1790,test,small car,1999,automatic,54,fortwo,125000,3,petrol,smart,no
private,offer,4000,control,limousine,2007,manual,140,passat,150000,10,diesel,volkswagen,no
private,offer,1990,test,small car,2005,manual,64,forfour,150000,12,petrol,smart,no
private,offer,3499,test,small car,2001,manual,90,beetle,150000,6,diesel,volkswagen,no
private,offer,3280,control,bus,1989,manual,200,others,150000,9,petrol,chevrolet,no
private,offer,2780,control,limousine,2016,manual,75,a2,150000,12,diesel,audi,no
private,offer,9500,control,bus,2013,manual,90,note,30000,2,diesel,nissan,no
private,offer,3400,test,small car,2012,manual,84,punto,150000,3,diesel,fiat,yes
private,offer,8450,test,limousine,2012,manual,105,golf,150000,4,petrol,volkswagen,no
private,offer,17250,control,bus,2004,manual,131,transporter,150000,4,diesel,volkswagen,no
private,offer,14900,control,cabrio,2008,automatic,231,3er,150000,1,diesel,bmw,no
private,offer,2750,test,bus,2002,automatic,116,galaxy,150000,10,diesel,ford,no
private,offer,1490,test,small car,2007,manual,58,cuore,150000,4,petrol,daihatsu,no
private,offer,2400,test,small car,1998,manual,101,vectra,150000,4,petrol,opel,no
private,offer,4400,test,small car,2011,automatic,71,fortwo,90000,3,petrol,smart,no
private,offer,500,test,limousine,1988,manual,90,80,150000,2,petrol,audi,yes
private,offer,5850,control,limousine,2004,manual,143,c_klasse,150000,11,petrol,mercedes_benz,no
private,offer,6999,test,limousine,2016,manual,215,leon,150000,3,petrol,seat,no
private,offer,2490,test,small car,2006,manual,67,matiz,100000,1,petrol,chevrolet,no
private,offer,1000,control,limousine,1996,manual,170,3er,150000,10,petrol,bmw,no
private,offer,990,test,limousine,2002,manual,80,stilo,150000,12,petrol,fiat,no
private,offer,3499,test,limousine,2017,automatic,177,espace,150000,4,diesel,renault,no
private,offer,6890,test,limousine,2010,manual,105,golf,150000,1,diesel,volkswagen,no
private,offer,5290,test,small car,2009,manual,82,fiesta,100000,8,petrol,ford,no
private,offer,899,control,station wagon,2000,manual,107,megane,150000,0,petrol,renault,no
private,offer,8900,control,station wagon,2007,manual,163,c_klasse,150000,5,petrol,mercedes_benz,no
private,offer,3200,control,bus,2008,manual,84,doblo,150000,12,diesel,fiat,no
