seller,offerType,price,abtest,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
private,offer,3900,control,small car,manual,116,others,150000,petrol,renault,no,33.67
private,offer,2999,control,small car,automatic,61,fortwo,70000,petrol,smart,no,14.67
private,offer,1800,test,limousine,manual,101,golf,150000,petrol,volkswagen,no,19.25
private,offer,500,control,small car,manual,60,polo,5000,petrol,volkswagen,no,20.17
private,offer,600,control,coupe,manual,147,astra,150000,petrol,opel,no,17.5
private,offer,10490,control,limousine,manual,150,3er,125000,petrol,bmw,no,12.42
private,offer,1400,test,limousine,manual,122,c_klasse,150000,petrol,mercedes_benz,no,21.42
private,offer,2850,control,limousine,manual,165,a4,150000,petrol,audi,no,21.0
private,offer,899,control,station wagon,manual,115,vectra,150000,petrol,opel,no,23.0
private,offer,850,test,limousine,manual,45,golf,150000,petrol,opel,no,2.0
private,offer,6000,control,limousine,automatic,160,insignia,100000,diesel,opel,no,8.75
private,offer,7690,test,small car,manual,82,fiesta,50000,petrol,ford,no,6.17
private,offer,15000,test,station wagon,automatic,239,a6,125000,diesel,audi,yes,9.25
private,offer,1450,test,limousine,manual,150,e_klasse,150000,petrol,mercedes_benz,no,24.08
private,offer,1750,control,station wagon,automatic,110,passat,150000,diesel,volkswagen,no,20.58
private,offer,3900,control,cabrio,manual,84,fortwo,150000,petrol,smart,no,11.67
private,offer,850,test,station wagon,automatic,193,passat,150000,petrol,volkswagen,yes,20.75
private,offer,1250,control,limousine,manual,90,golf,150000,petrol,volkswagen,no,26.0
private,offer,18200,test,bus,manual,125,c_max,20000,petrol,ford,no,3.58
private,offer,4250,test,small car,manual,69,ka,125000,petrol,ford,no,9.42
private,offer,37900,control,cabrio,automatic,500,sl,80000,petrol,mercedes_benz,no,15.75
private,offer,6500,test,limousine,manual,102,golf,150000,petrol,volkswagen,no,10.42
private,offer,500,control,station wagon,manual,90,golf,5000,petrol,opel,yes,19.25
private,offer,6950,test,coupe,automatic,220,others,150000,petrol,mercedes_benz,no,25.25
private,offer,1300,test,small car,manual,105,golf,150000,petrol,volkswagen,no,18.25
private,offer,1300,test,station wagon,automatic,116,v40,150000,petrol,volvo,no,20.42
private,offer,8600,test,station wagon,manual,140,3er,150000,diesel,bmw,no,8.75
private,offer,3500,control,cabrio,automatic,136,3er,150000,petrol,bmw,no,28.25
private,offer,4800,control,coupe,manual,253,others,50000,petrol,fiat,no,19.42
private,offer,1990,control,limousine,manual,125,golf,150000,petrol,volkswagen,yes,20.58
private,offer,7000,test,others,manual,136,golf,70000,diesel,peugeot,no,8.33
private,offer,300,test,station wagon,manual,75,astra,150000,petrol,opel,no,21.0
private,offer,4800,control,small car,manual,83,jazz,60000,petrol,honda,no,16.33
private,offer,14780,control,cabrio,manual,105,golf,50000,petrol,volkswagen,no,7.75
private,offer,1600,control,small car,manual,109,2_reihe,150000,diesel,peugeot,yes,12.17
private,offer,11700,control,limousine,manual,160,a4,100000,petrol,audi,no,10.58
private,offer,3000,test,cabrio,manual,150,3er,150000,petrol,bmw,no,23.17
private,offer,7200,test,limousine,manual,140,golf,150000,diesel,volkswagen,no,14.75
private,offer,1299,control,station wagon,automatic,150,3er,150000,petrol,bmw,no,22.25
private,offer,1500,test,coupe,manual,170,others,150000,petrol,ford,no,19.25
private,offer,15750,control,limousine,manual,105,golf,30000,diesel,volkswagen,no,4.25
private,offer,12950,control,limousine,manual,99,i_reihe,30000,petrol,hyundai,no,5.92
private,offer,1800,control,bus,manual,90,scenic,150000,diesel,renault,no,16.17
private,offer,850,control,small car,manual,60,polo,150000,petrol,volkswagen,no,19.83
private,offer,22222,test,suv,automatic,272,g_klasse,150000,petrol,mercedes_benz,no,22.58
private,offer,1500,test,limousine,automatic,299,a6,150000,lpg,audi,yes,19.0
private,offer,1300,test,limousine,manual,88,3_reihe,80000,petrol,mazda,no,21.25
private,offer,2450,control,suv,automatic,156,others,150000,petrol,ford,no,22.25
private,offer,10500,control,coupe,manual,122,scirocco,90000,petrol,volkswagen,no,9.42
private,offer,1450,test,coupe,manual,105,3er,5000,petrol,bmw,no,21.58
private,offer,1100,test,small car,manual,60,polo,150000,petrol,volkswagen,no,21.33
private,offer,8250,control,limousine,automatic,170,golf,150000,diesel,volkswagen,no,12.83
private,offer,600,test,small car,manual,60,others,70000,petrol,fiat,yes,12.58
private,offer,6999,test,small car,manual,80,polo,60000,petrol,volkswagen,no,10.92
private,offer,2000,test,limousine,manual,72,others,150000,diesel,mercedes_benz,no,34.25
private,offer,599,control,limousine,manual,150,5er,150000,petrol,bmw,no,26.08
private,offer,18599,test,station wagon,automatic,170,passat,125000,diesel,volkswagen,no,6.33
private,offer,23899,test,station wagon,automatic,245,3er,90000,diesel,bmw,no,7.42
private,offer,1750,test,station wagon,manual,101,vectra,150000,petrol,opel,no,19.67
private,offer,800,control,small car,automatic,54,fortwo,150000,petrol,smart,no,19.25
private,offer,799,control,small car,manual,75,ibiza,150000,petrol,seat,no,16.67
private,offer,9990,control,limousine,manual,192,3er,20000,petrol,bmw,no,16.0
private,offer,2100,control,small car,manual,75,clio,125000,petrol,renault,no,15.75
private,offer,9850,test,limousine,automatic,224,c_klasse,150000,diesel,mercedes_benz,no,12.17
private,offer,6250,control,small car,manual,105,punto,70000,petrol,fiat,no,7.58
private,offer,10800,test,limousine,manual,170,cc,125000,diesel,volkswagen,yes,10.75
private,offer,790,test,station wagon,manual,95,megane,150000,petrol,renault,no,15.5
private,offer,11999,control,limousine,automatic,286,5er,150000,diesel,bmw,no,11.58
private,offer,10990,test,station wagon,automatic,140,golf,150000,diesel,volkswagen,no,9.0
private,offer,1950,control,station wagon,automatic,150,octavia,150000,petrol,skoda,yes,19.75
private,offer,26250,control,suv,automatic,231,m_klasse,150000,diesel,mercedes_benz,no,8.75
private,offer,1350,control,station wagon,manual,107,3_reihe,150000,diesel,peugeot,no,15.5
private,offer,340,control,small car,manual,60,punto,150000,petrol,fiat,no,19.83
private,offer,1350,control,limousine,manual,116,vectra,150000,lpg,opel,no,19.5
private,offer,4850,test,limousine,manual,140,ceed,150000,diesel,kia,no,10.42
private,offer,2199,control,limousine,manual,95,colt,150000,lpg,mitsubishi,no,13.75
private,offer,3900,test,cabrio,manual,109,2_reihe,125000,diesel,peugeot,no,13.75
private,offer,15500,test,station wagon,automatic,232,a6,125000,diesel,audi,no,11.83
private,offer,17200,test,coupe,manual,179,a5,60000,petrol,audi,no,9.17
private,offer,1800,control,coupe,manual,150,3er,150000,petrol,bmw,no,26.58
private,offer,750,test,limousine,automatic,188,others,150000,petrol,mercedes_benz,yes,29.25
private,offer,1850,test,limousine,manual,101,golf,150000,petrol,volkswagen,no,0.5
private,offer,750,test,small car,manual,60,fiesta,150000,petrol,ford,no,19.0
private,offer,500,test,limousine,automatic,90,golf,150000,petrol,volkswagen,no,24.5
private,offer,399,control,limousine,manual,43,agila,150000,petrol,opel,no,13.33
private,offer,13500,control,suv,automatic,306,m_klasse,150000,lpg,mercedes_benz,no,11.42
private,offer,1350,test,limousine,automatic,75,astra,5000,petrol,opel,no,0.33
private,offer,3100,test,limousine,manual,68,golf,125000,petrol,toyota,no,2.42
private,offer,1700,control,bus,manual,82,kangoo,150000,diesel,renault,yes,13.92
private,offer,27500,control,limousine,manual,360,impreza,20000,petrol,subaru,no,3.67
private,offer,6649,control,limousine,automatic,143,c_klasse,150000,petrol,mercedes_benz,yes,12.67
private,offer,3500,test,small car,manual,54,polo,150000,petrol,volkswagen,no,13.83
private,offer,2590,test,bus,manual,105,caddy,150000,diesel,volkswagen,no,12.33
private,offer,4100,control,limousine,manual,140,golf,150000,diesel,volkswagen,no,14.08
private,offer,9400,test,limousine,manual,140,octavia,125000,petrol,skoda,no,2.67
private,offer,13900,test,station wagon,manual,105,golf,70000,diesel,volkswagen,no,6.92
private,offer,1400,control,limousine,manual,170,5er,150000,petrol,bmw,no,22.25
private,offer,3690,test,station wagon,automatic,179,a6,150000,diesel,audi,no,16.75
private,offer,8499,control,coupe,automatic,218,c_klasse,125000,petrol,mercedes_benz,no,13.33
private,offer,4900,control,limousine,manual,95,a_klasse,150000,petrol,mercedes_benz,no,11.17
private,offer,3600,control,coupe,automatic,170,3er,150000,petrol,bmw,no,19.58
private,offer,5299,test,cabrio,automatic,45,fortwo,125000,diesel,smart,no,10.42
private,offer,4270,test,small car,manual,64,polo,100000,petrol,volkswagen,no,11.25
private,offer,1399,test,small car,manual,106,corsa,70000,petrol,opel,no,18.33
private,offer,100,test,small car,manual,50,fiesta,30000,petrol,ford,no,19.75
private,offer,699,control,limousine,manual,90,golf,125000,petrol,volkswagen,no,21.25
private,offer,2000,test,suv,automatic,218,m_klasse,150000,petrol,mercedes_benz,yes,18.83
private,offer,3500,test,small car,manual,101,a3,150000,petrol,audi,no,19.75
private,offer,2600,control,small car,manual,60,micra,150000,petrol,nissan,no,12.25
private,offer,5790,control,limousine,manual,69,i_reihe,30000,petrol,hyundai,no,5.42
private,offer,37000,control,coupe,automatic,306,c_klasse,50000,petrol,mercedes_benz,no,6.75
private,offer,1750,test,cabrio,manual,75,astra,150000,petrol,opel,no,19.17
private,offer,16990,control,bus,automatic,140,touran,10000,petrol,volkswagen,no,7.25
private,offer,8500,test,suv,manual,177,rav,150000,diesel,toyota,no,11.0
private,offer,600,control,limousine,manual,60,golf,150000,petrol,volkswagen,no,23.67
private,offer,1000,test,limousine,manual,109,3_reihe,150000,petrol,peugeot,no,17.75
private,offer,999,control,small car,manual,60,ka,150000,petrol,ford,no,17.92
private,offer,10800,test,limousine,manual,163,5er,150000,diesel,bmw,no,13.92
private,offer,9750,control,small car,automatic,86,polo,20000,petrol,volkswagen,no,8.17
private,offer,900,control,limousine,manual,90,golf,150000,petrol,volkswagen,no,1.42
private,offer,9000,control,limousine,manual,122,1er,80000,petrol,bmw,no,2.58
private,offer,1100,control,station wagon,manual,90,golf,125000,petrol,volkswagen,no,23.25
private,offer,1650,test,small car,automatic,60,polo,150000,petrol,volkswagen,no,18.08
private,offer,350,control,limousine,manual,85,golf,150000,petrol,volkswagen,yes,23.5
private,offer,650,control,small car,manual,135,2_reihe,150000,petrol,peugeot,no,18.92
private,offer,9490,test,limousine,automatic,200,golf,150000,petrol,volkswagen,no,13.17
private,offer,3200,test,limousine,manual,140,a4,150000,diesel,audi,no,13.5
private,offer,1450,control,limousine,manual,118,3er,150000,petrol,bmw,no,19.92
private,offer,14950,control,cabrio,manual,105,golf,40000,petrol,volkswagen,no,6.17
private,offer,200,control,coupe,manual,55,polo,150000,petrol,volkswagen,no,25.0
private,offer,5999,test,limousine,manual,116,1er,150000,petrol,bmw,no,11.08
private,offer,5999,test,station wagon,automatic,179,a6,150000,diesel,audi,no,12.75
private,offer,2800,control,limousine,manual,86,megane,150000,diesel,renault,no,12.58
private,offer,3999,test,limousine,manual,75,a2,150000,diesel,audi,no,0.0
private,offer,3799,test,small car,manual,65,others,60000,petrol,suzuki,no,9.25
private,offer,4900,test,small car,manual,75,polo,125000,petrol,volkswagen,no,15.25
private,offer,32940,test,station wagon,automatic,150,passat,20000,diesel,volkswagen,no,3.25
private,offer,1990,test,station wagon,manual,116,passat,150000,diesel,volkswagen,no,18.5
private,offer,2250,control,small car,manual,41,fortwo,150000,diesel,smart,no,17.83
private,offer,1999,test,coupe,manual,129,c_klasse,150000,petrol,mercedes_benz,no,17.83
private,offer,3200,control,limousine,manual,136,3er,150000,diesel,bmw,no,18.33
private,offer,28900,test,cabrio,automatic,204,e_klasse,50000,petrol,mercedes_benz,no,6.17
private,offer,3800,test,station wagon,automatic,180,a6,150000,diesel,audi,no,18.0
private,offer,750,control,small car,manual,60,punto,100000,petrol,fiat,yes,19.33
private,offer,1200,control,limousine,manual,102,3er,150000,petrol,bmw,no,24.25
private,offer,18400,test,suv,automatic,224,m_klasse,125000,diesel,mercedes_benz,no,14.0
private,offer,12250,control,station wagon,manual,105,a3,125000,diesel,audi,no,8.33
private,offer,24999,control,limousine,manual,179,a4,30000,petrol,audi,no,7.58
private,offer,5200,control,limousine,manual,95,2_reihe,100000,petrol,peugeot,no,9.75
private,offer,700,test,limousine,manual,52,polo,150000,petrol,volkswagen,no,1.83
private,offer,4750,test,coupe,automatic,163,clk,150000,petrol,mercedes_benz,no,16.33
private,offer,390,test,limousine,manual,60,golf,150000,petrol,volkswagen,no,2.67
private,offer,2990,test,station wagon,automatic,179,a4,150000,diesel,audi,no,15.58
private,offer,1900,test,limousine,automatic,116,e_klasse,150000,diesel,mercedes_benz,no,17.58
private,offer,1950,test,cabrio,automatic,101,3_reihe,125000,petrol,peugeot,no,23.5
private,offer,5000,control,small car,manual,60,ibiza,60000,petrol,seat,no,8.17
private,offer,2800,control,limousine,manual,101,astra,150000,petrol,opel,no,15.58
private,offer,14489,test,station wagon,manual,105,golf,60000,diesel,volkswagen,no,5.33
private,offer,3300,control,limousine,automatic,218,c_klasse,150000,petrol,mercedes_benz,yes,19.0
private,offer,2150,test,limousine,manual,109,3_reihe,150000,petrol,peugeot,no,16.08
private,offer,8500,test,bus,manual,170,touran,150000,diesel,volkswagen,no,12.0
private,offer,5250,test,limousine,manual,192,3er,150000,petrol,bmw,no,15.33
private,offer,200,control,small car,manual,90,golf,150000,petrol,volkswagen,yes,26.5
private,offer,7650,test,bus,manual,110,golf,150000,diesel,volkswagen,no,8.08
private,offer,800,control,small car,manual,60,polo,150000,petrol,volkswagen,no,39.83
private,offer,6100,test,limousine,manual,77,punto,80000,petrol,fiat,no,8.75
private,offer,4000,control,station wagon,automatic,163,a6,150000,petrol,audi,no,17.0
private,offer,690,test,limousine,manual,120,vectra,150000,diesel,opel,yes,13.17
private,offer,200,test,small car,manual,54,clio,150000,petrol,renault,no,20.33
private,offer,2950,control,limousine,manual,75,golf,80000,petrol,volkswagen,no,17.67
private,offer,3999,test,limousine,manual,101,golf,150000,diesel,volkswagen,no,15.75
private,offer,5000,test,station wagon,manual,240,passat,100000,petrol,volkswagen,yes,25.0
private,offer,2900,test,small car,manual,60,fiesta,125000,petrol,ford,no,12.67
private,offer,600,test,station wagon,manual,60,polo,150000,petrol,volkswagen,no,19.17
private,offer,1399,test,bus,manual,150,espace,150000,diesel,renault,no,14.5
private,offer,8500,control,station wagon,automatic,204,e_klasse,150000,diesel,mercedes_benz,no,14.67
private,offer,299,test,station wagon,manual,90,mondeo,150000,petrol,ford,yes,21.83
private,offer,3250,test,station wagon,manual,116,avensis,150000,diesel,toyota,no,14.08
private,offer,12000,test,limousine,manual,143,1er,100000,petrol,bmw,no,11.75
private,offer,1599,test,small car,manual,68,yaris,125000,petrol,toyota,no,18.67
private,offer,8700,test,station wagon,manual,102,octavia,150000,petrol,skoda,no,10.92
private,offer,950,control,limousine,manual,82,a_klasse,150000,petrol,mercedes_benz,no,19.75
private,offer,2999,test,limousine,manual,101,focus,150000,petrol,ford,yes,16.33
private,offer,12750,test,small car,automatic,250,golf,150000,petrol,volkswagen,no,12.25
private,offer,9750,test,limousine,manual,150,e_klasse,150000,diesel,mercedes_benz,no,13.5
private,offer,1250,test,limousine,automatic,299,a8,150000,petrol,audi,yes,22.25
private,offer,8700,control,cabrio,manual,18,500,60000,petrol,fiat,no,54.92
private,offer,550,test,station wagon,manual,101,focus,150000,diesel,ford,yes,16.5
private,offer,11200,control,limousine,manual,114,c_reihe,100000,diesel,volvo,no,7.83
private,offer,5499,control,small car,manual,150,fiesta,125000,petrol,ford,no,11.17
private,offer,1270,control,limousine,automatic,75,astra,125000,petrol,opel,no,21.0
private,offer,13500,control,limousine,manual,140,a6,125000,diesel,audi,no,13.75
private,offer,3950,test,small car,automatic,75,polo,60000,petrol,volkswagen,no,17.0
private,offer,6600,control,small car,manual,80,polo,50000,petrol,volkswagen,no,9.42
private,offer,2250,test,limousine,automatic,122,c_klasse,150000,petrol,mercedes_benz,no,19.42
private,offer,3850,control,limousine,manual,101,focus,60000,petrol,ford,no,13.42
private,offer,550,test,others,manual,75,others,150000,petrol,citroen,no,17.0
private,offer,550,test,limousine,manual,65,astra,150000,petrol,opel,no,19.83
private,offer,2400,test,small car,manual,75,clio,40000,petrol,renault,yes,10.25
private,offer,13490,control,limousine,automatic,235,5er,150000,diesel,bmw,no,12.0
private,offer,3500,control,station wagon,automatic,163,a4,150000,petrol,audi,no,15.08
private,offer,15555,test,station wagon,manual,48,golf,90000,petrol,sonstige_autos,no,47.58
private,offer,1100,control,limousine,manual,60,polo,150000,petrol,volkswagen,no,1.0
private,offer,850,control,coupe,manual,132,4_reihe,150000,petrol,peugeot,yes,19.42
private,offer,5450,test,small car,manual,105,ibiza,100000,petrol,seat,no,9.33
private,offer,1899,test,bus,manual,90,others,150000,diesel,mazda,no,18.92
private,offer,1100,control,limousine,manual,94,others,150000,petrol,chevrolet,yes,10.83
private,offer,1400,test,limousine,automatic,136,e_klasse,150000,petrol,mercedes_benz,no,21.33
private,offer,9499,control,small car,manual,135,punto,50000,petrol,fiat,no,9.0
private,offer,14500,test,station wagon,manual,125,a3,70000,petrol,audi,no,7.75
private,offer,5900,control,cabrio,automatic,84,fortwo,50000,petrol,smart,no,9.58
private,offer,2550,test,station wagon,manual,140,v70,150000,lpg,volvo,no,18.5
private,offer,3100,test,station wagon,manual,230,a6,150000,petrol,audi,no,18.33
private,offer,1490,test,small car,manual,75,corsa,150000,petrol,opel,no,17.17
private,offer,5200,test,limousine,automatic,143,c_klasse,150000,petrol,mercedes_benz,no,16.92
private,offer,12950,control,station wagon,automatic,231,5er,150000,diesel,bmw,no,12.75
private,offer,1950,test,small car,manual,54,polo,125000,petrol,volkswagen,no,18.83
private,offer,18500,test,bus,automatic,231,touran,70000,diesel,volkswagen,no,8.67
private,offer,750,test,small car,manual,60,punto,150000,petrol,fiat,no,19.42
private,offer,10800,test,station wagon,manual,177,3er,150000,diesel,bmw,no,10.5
private,offer,2200,test,small car,manual,75,fox,150000,petrol,volkswagen,no,12.92
private,offer,7990,control,limousine,automatic,224,a6,5000,diesel,audi,no,0.92
private,offer,44000,control,suv,automatic,245,cayenne,80000,diesel,porsche,no,7.83
private,offer,21990,test,suv,automatic,211,q5,80000,petrol,audi,no,9.5
private,offer,15800,control,station wagon,automatic,140,passat,125000,diesel,volkswagen,no,5.25
private,offer,15200,control,limousine,manual,211,golf,150000,petrol,volkswagen,no,7.25
private,offer,3299,control,limousine,manual,192,5er,150000,petrol,bmw,no,17.83
private,offer,980,control,station wagon,manual,86,others,5000,petrol,mitsubishi,no,16.58
private,offer,699,control,limousine,manual,60,punto,125000,petrol,fiat,no,13.42
private,offer,1000,test,limousine,manual,75,golf,150000,petrol,volkswagen,no,20.58
private,offer,5800,test,limousine,manual,147,6_reihe,100000,petrol,mazda,no,12.25
private,offer,3950,control,cabrio,manual,140,mx_reihe,150000,petrol,mazda,no,18.33
private,offer,1800,test,small car,manual,64,ibiza,150000,petrol,seat,no,14.33
private,offer,490,control,small car,manual,54,corsa,150000,petrol,opel,no,21.0
private,offer,4000,control,bus,manual,57,transporter,150000,diesel,volkswagen,no,29.25
private,offer,12500,test,suv,automatic,224,touareg,150000,diesel,volkswagen,no,13.42
private,offer,4300,control,small car,manual,64,polo,70000,petrol,volkswagen,no,15.75
private,offer,800,test,bus,manual,101,others,150000,petrol,mazda,no,16.5
private,offer,1600,control,small car,manual,50,lupo,80000,petrol,volkswagen,yes,19.75
private,offer,5150,test,small car,manual,77,jazz,90000,petrol,honda,no,10.17
private,offer,2444,control,station wagon,manual,140,passat,150000,petrol,volkswagen,no,15.33
private,offer,22900,control,suv,automatic,245,touareg,150000,diesel,volkswagen,no,7.67
private,offer,1500,control,small car,manual,101,golf,150000,petrol,volkswagen,no,20.33
private,offer,2500,test,bus,manual,68,transporter,125000,diesel,volkswagen,no,21.17
private,offer,888,test,small car,manual,65,golf,125000,petrol,volkswagen,no,21.33
private,offer,1450,control,limousine,manual,95,c_klasse,150000,diesel,mercedes_benz,no,22.83
private,offer,9500,control,coupe,manual,150,3er,30000,petrol,bmw,yes,13.83
private,offer,9200,control,small car,manual,90,a1,125000,diesel,audi,yes,7.5
private,offer,22900,test,cabrio,automatic,140,golf,30000,diesel,volkswagen,no,5.08
private,offer,579,test,small car,manual,75,corsa,150000,petrol,opel,yes,15.42
private,offer,800,test,limousine,manual,110,others,150000,petrol,citroen,no,19.75
private,offer,2250,control,station wagon,manual,131,passat,150000,diesel,volkswagen,no,14.42
private,offer,3999,control,bus,manual,116,sharan,150000,diesel,volkswagen,no,18.0
private,offer,250,test,limousine,manual,140,v40,150000,petrol,volvo,yes,1.58
private,offer,2499,test,limousine,automatic,125,a4,150000,petrol,audi,no,19.75
private,offer,6999,test,limousine,manual,129,1er,125000,petrol,bmw,no,12.92
private,offer,10750,test,suv,manual,143,x_reihe,150000,diesel,bmw,no,11.42
private,offer,2000,test,bus,manual,110,scenic,150000,petrol,renault,no,13.67
private,offer,20199,test,suv,automatic,272,range_rover_sport,150000,diesel,land_rover,no,9.75
private,offer,1100,test,limousine,manual,55,polo,150000,petrol,volkswagen,no,0.17
private,offer,550,control,limousine,manual,98,astra,150000,petrol,opel,no,20.83
private,offer,1500,control,bus,manual,122,vito,150000,diesel,mercedes_benz,yes,17.25
private,offer,9299,test,limousine,manual,116,astra,60000,petrol,opel,no,9.0
private,offer,3200,test,bus,manual,69,others,80000,diesel,fiat,no,18.67
private,offer,700,test,limousine,manual,75,golf,150000,petrol,volkswagen,no,21.67
private,offer,2490,control,limousine,manual,89,sirion,150000,petrol,daihatsu,no,2.83
private,offer,1600,test,limousine,manual,75,golf,150000,petrol,volkswagen,no,17.83
private,offer,3099,test,station wagon,manual,122,c_klasse,150000,petrol,mercedes_benz,no,20.58
private,offer,3000,test,limousine,manual,102,octavia,150000,petrol,skoda,yes,15.75
private,offer,5250,test,small car,manual,105,polo,150000,petrol,volkswagen,no,12.75
private,offer,999,test,small car,manual,50,lupo,150000,petrol,volkswagen,no,19.5
private,offer,4400,test,limousine,automatic,84,fortwo,50000,petrol,smart,no,10.92
private,offer,14800,test,bus,automatic,140,golf,100000,diesel,volkswagen,no,7.5
private,offer,2450,test,small car,manual,75,yaris,150000,diesel,toyota,yes,16.75
private,offer,19490,control,small car,automatic,209,a1,80000,petrol,audi,no,6.25
private,offer,250,control,small car,automatic,105,3er,150000,petrol,bmw,no,23.0
private,offer,500,test,limousine,manual,102,3er,150000,petrol,bmw,no,25.0
private,offer,2099,test,small car,manual,60,polo,150000,petrol,volkswagen,no,17.17
private,offer,1300,control,small car,manual,68,forfour,150000,diesel,smart,yes,12.33
private,offer,23720,control,coupe,automatic,306,3er,150000,petrol,bmw,no,10.42
private,offer,2100,control,station wagon,manual,116,focus,150000,diesel,ford,no,16.83
private,offer,4199,test,suv,automatic,14,golf,30000,diesel,sonstige_autos,no,11.42
private,offer,3790,test,small car,manual,60,c2,80000,petrol,citroen,no,10.75
private,offer,52500,control,station wagon,automatic,272,a6,30000,diesel,audi,no,3.08
private,offer,11000,test,coupe,manual,140,others,80000,petrol,hyundai,no,5.42
private,offer,5990,test,small car,manual,60,polo,70000,petrol,volkswagen,no,9.33
private,offer,380,test,limousine,manual,60,twingo,5000,petrol,renault,no,2.25
private,offer,799,control,station wagon,manual,116,golf,150000,petrol,bmw,no,21.92
private,offer,750,control,small car,manual,75,clio,150000,petrol,renault,yes,16.58
private,offer,7750,control,limousine,automatic,224,a6,150000,diesel,audi,no,15.0
private,offer,750,test,small car,manual,75,fiesta,150000,petrol,ford,no,19.33
private,offer,17950,test,limousine,automatic,235,s_klasse,150000,diesel,mercedes_benz,no,13.0
private,offer,22900,control,cabrio,manual,170,tt,80000,diesel,audi,no,6.33
private,offer,18500,control,cabrio,automatic,224,sl,150000,petrol,mercedes_benz,no,18.67
private,offer,2400,control,station wagon,manual,118,3er,150000,petrol,bmw,no,18.67
private,offer,1850,test,small car,manual,58,corsa,150000,petrol,opel,no,15.08
private,offer,22800,test,limousine,automatic,281,q7,150000,diesel,audi,no,10.5
private,offer,13500,control,station wagon,automatic,170,c_klasse,150000,diesel,mercedes_benz,no,8.83
private,offer,2400,control,small car,manual,73,c2,125000,petrol,citroen,no,15.0
private,offer,1850,test,station wagon,automatic,131,mondeo,150000,diesel,ford,no,15.08
private,offer,650,test,small car,manual,33,corsa,150000,petrol,opel,no,27.0
private,offer,1790,control,station wagon,manual,150,passat,150000,diesel,volkswagen,no,18.92
private,offer,5500,test,station wagon,manual,140,passat,150000,diesel,volkswagen,no,11.0
private,offer,950,test,bus,manual,57,transporter,125000,diesel,volkswagen,no,26.25
private,offer,13200,test,limousine,manual,140,astra,20000,petrol,opel,no,6.42
private,offer,7900,control,station wagon,manual,140,passat,125000,diesel,volkswagen,no,6.42
private,offer,15000,test,station wagon,automatic,224,e_klasse,70000,diesel,mercedes_benz,no,11.83
private,offer,1100,control,small car,manual,60,ka,90000,petrol,ford,no,16.92
private,offer,500,control,small car,manual,60,ka,150000,petrol,ford,no,21.67
private,offer,49400,test,bus,manual,180,transporter,30000,diesel,volkswagen,no,6.75
private,offer,6300,test,station wagon,manual,166,6_reihe,125000,petrol,mazda,yes,12.83
private,offer,2800,test,station wagon,manual,109,focus,150000,diesel,ford,no,13.08
private,offer,1700,test,small car,manual,82,corsa,150000,petrol,opel,no,14.5
private,offer,7750,control,suv,manual,150,others,80000,petrol,ford,no,11.75
private,offer,1700,test,bus,automatic,204,others,150000,petrol,lancia,no,13.0
private,offer,1650,control,limousine,manual,101,bora,150000,diesel,volkswagen,no,16.75
private,offer,9300,control,station wagon,automatic,160,insignia,150000,diesel,opel,no,8.5
private,offer,700,test,limousine,manual,90,golf,150000,petrol,mazda,no,21.83
private,offer,1999,control,limousine,manual,75,escort,50000,petrol,ford,no,25.0
private,offer,1700,test,limousine,manual,105,corolla,125000,petrol,toyota,no,27.58
private,offer,3950,test,station wagon,manual,101,passat,150000,diesel,volkswagen,no,16.42
private,offer,9100,test,station wagon,manual,150,legacy,125000,diesel,subaru,no,10.5
private,offer,12750,test,suv,automatic,105,yeti,40000,petrol,skoda,no,6.5
private,offer,3599,control,bus,manual,136,others,150000,diesel,mitsubishi,no,12.5
private,offer,250,control,limousine,automatic,90,golf,20000,petrol,audi,no,28.0
private,offer,2250,control,station wagon,manual,85,primera,125000,petrol,nissan,no,14.58
private,offer,800,test,limousine,manual,75,e_klasse,150000,diesel,mercedes_benz,no,27.75
private,offer,1999,test,limousine,manual,116,3er,150000,petrol,bmw,no,14.83
private,offer,16000,control,bus,manual,140,caddy,70000,diesel,volkswagen,no,9.92
private,offer,1200,control,small car,manual,75,golf,125000,petrol,volkswagen,no,20.58
private,offer,1100,control,bus,manual,90,galaxy,150000,diesel,ford,no,18.25
private,offer,4444,test,cabrio,manual,110,mx_reihe,125000,petrol,mazda,no,18.75
private,offer,5500,test,limousine,manual,105,golf,150000,diesel,volkswagen,no,12.25
private,offer,1750,test,limousine,manual,101,octavia,150000,petrol,skoda,no,21.67
private,offer,2500,test,station wagon,automatic,138,e_klasse,150000,diesel,mercedes_benz,yes,16.0
private,offer,1450,test,limousine,automatic,116,vectra,150000,petrol,opel,no,24.5
private,offer,15500,test,bus,manual,151,transporter,150000,diesel,volkswagen,no,15.17
private,offer,10900,test,limousine,manual,211,leon,90000,petrol,seat,no,8.25
private,offer,4550,test,small car,manual,80,corsa,125000,petrol,opel,no,11.0
private,offer,4490,control,cabrio,manual,102,2_reihe,150000,petrol,peugeot,no,24.5
private,offer,25400,test,station wagon,automatic,150,a4,50000,diesel,audi,no,5.67
private,offer,9900,test,cabrio,manual,192,z_reihe,125000,petrol,bmw,no,15.42
private,offer,130,test,station wagon,manual,75,astra,150000,petrol,opel,yes,23.25
private,offer,7500,control,station wagon,automatic,140,octavia,150000,diesel,skoda,no,11.58
